market,grid,candidates,cagr,volatility,sharpe,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,shifts,dev_cagr,dev_volatility,dev_sharpe,dev_maximum_drawdown,dev_calmar,dev_expected_shortfall_5pct,dev_turnover,dev_leverage,within_tol
us,table3_sealed,0|5|15|35|70|150,0.11911347668479921,0.12515449662351197,0.7536917790463452,-0.20021721853285313,0.4711278875365382,-0.01940381200032961,0.5001751313485113,0.7813193228254525,34,0.007113476684799211,0.005845503376488037,0.07369177904634516,0.06578278146714689,0.1411278875365382,0.0005961879996703896,0.060175131348511324,0.018680677174547577,4
us,v1_author_withdrawn,10|22|50|100|220|500|1000,0.12325079781796222,0.12796654792414638,0.7687497146323927,-0.19363489814736368,0.508039863373767,-0.019809051950620882,0.32364273204903676,0.7989492119089316,22,0.011250797817962219,0.003033452075853621,0.08874971463239267,0.07236510185263634,0.17803986337376704,0.00019094804937911866,0.11635726795096324,0.0010507880910683998,4
us,li2025_citing,0|5|10|25|50|100,0.11534105064149225,0.1278266303536568,0.7141622029446982,-0.24247022539425656,0.37649549663233645,-0.019898249854667836,0.5295971978984239,0.7938120256859311,36,0.0033410506414922464,0.0031733696463432104,0.03416220294469818,0.02352977460574346,0.04649549663233643,0.00010175014533216412,0.08959719789842385,0.0061879743140689225,7
us,bocconi_wild,0|5|10|20|30|40|50|60|80|100|150,0.11384327448690912,0.12700747255720934,0.7073449109362766,-0.2120823116876306,0.4236001043620297,-0.019748890970322053,0.5295971978984239,0.7873905429071804,36,0.001843274486909116,0.003992527442790661,0.027344910936276556,0.05391768831236943,0.0936001043620297,0.00025110902967794696,0.08959719789842385,0.012609457092819687,5
us,hackmd_wild,0|0.1|1|10|100,0.10597881451776825,0.12896008965731745,0.6437761246703184,-0.34538976415804634,0.24037025810277052,-0.01990270208880203,0.8238178633975483,0.7753648569760654,56,0.006021185482231753,0.002039910342682555,0.03622387532968163,0.07938976415804633,0.0896297418972295,9.72979111979709e-05,0.38381786339754825,0.024635143023934658,5
us,companion_log5,0|1|4.64159|21.5443|100,0.10419225539224386,0.1272333152311365,0.6380599472772278,-0.29479034389833936,0.2753905753313353,-0.019661068544931045,0.676707530647986,0.7766491535318155,46,0.007807744607756142,0.003766684768863493,0.041940052722772236,0.028790343898339343,0.0546094246686647,0.0003389314550689554,0.23670753064798605,0.023350846468184527,6
us,companion_log9,0|1|1.9307|3.72759|7.19686|13.895|26.827|51.7947|100,0.11481059056690834,0.1253743454451397,0.7218531459261779,-0.242470225394256,0.3732493980687882,-0.019408550450541257,0.7355516637478109,0.7795680093403385,50,0.0028105905669083414,0.005625654554860304,0.04185314592617784,0.023529774605744014,0.04324939806878819,0.0005914495494587432,0.2955516637478109,0.020431990659661503,7
us,typical_range,50|70|100,0.12607467495648605,0.13274465196643398,0.7647053747548449,-0.2424702253942569,0.4186516041861926,-0.020513112095506745,0.23537653239929945,0.8190309398715704,16,0.014074674956486052,0.0017446519664339744,0.08470537475484485,0.023529774605743126,0.08865160418619261,0.0005131120955067445,0.20462346760070055,0.01903093987157034,5
de,table3_sealed,0|5|15|35|70|150,0.060019203088162554,0.15177007646072527,0.30183969200172356,-0.49917127021120244,0.09177257560235941,-0.024121263570769148,1.17182050685887,0.743431760055801,80,0.02598079691183744,0.01222992353927474,0.13816030799827644,0.10517127021120243,0.08822742439764059,0.0008787364292308537,0.5281794931411299,0.09656823994419894,3
de,v1_author_withdrawn,10|22|50|100|220|500|1000,0.07508985551004588,0.16687511112617887,0.37348383442165156,-0.43856131387179553,0.14211275459459238,-0.025770820783218757,0.585910253429435,0.8149267612183213,40,0.010910144489954116,0.0028751111261788587,0.06651616557834844,0.044561313871795516,0.03788724540540761,0.0007708207832187557,1.1140897465705648,0.025073238781678664,6
