market,grid,cagr,volatility,sharpe,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,dev_cagr,dev_volatility,dev_sharpe,dev_maximum_drawdown,dev_calmar,dev_expected_shortfall_5pct,dev_turnover,dev_leverage,within_tol,variant
us,0|0.1|1|1.9307|3.72759|5|7.19686|10|13.895|15|25|26.827|30|35|40|51.7947|60|70|80|100|220|1000,0.11630177542462028,0.12723992172642276,0.7236236107389291,-0.22944993686326542,0.40128061418766775,-0.01974305760647563,0.5590192644483363,0.7884413309982486,0.004301775424620277,0.0037600782735772442,0.043623610738929064,0.03655006313673459,0.07128061418766773,0.00025694239352436893,0.11901926444833627,0.011558669001751398,6,union
us,10|13.895|15|26.827|30|35|40|60|80|100|1000,0.12039473556340852,0.12732911248795295,0.7519649470342928,-0.20021721853285346,0.47821576001075056,-0.019759903977235465,0.41190893169877413,0.7915936952714536,0.008394735563408515,0.003670887512047055,0.07196494703429279,0.06578278146714656,0.14821576001075054,0.00024009602276453545,0.028091068301225874,0.008406304728546421,5,per_market
de,0|0.1|1|1.9307|3.72759|5|7.19686|10|13.895|15|25|26.827|30|35|40|51.7947|60|70|80|100|220|1000,0.06162651170573641,0.1601747293207297,0.3035367235590057,-0.5326794953009414,0.09127235601118316,-0.02481413904023446,0.9374564054870961,0.7914438502673797,0.024373488294263584,0.0038252706792702984,0.13646327644099432,0.13867949530094137,0.08872764398881683,0.00018586095976554085,0.7625435945129039,0.048556149732620235,4,union
de,0|0.1|1|5|7.19686|10|25|40|80|100|220|1000,0.0577896511672229,0.16447837586329192,0.2778545795990727,-0.5115520927564616,0.08933805691689446,-0.02558376323081303,0.9081608928156243,0.8036503138804929,0.028210348832777093,0.0004783758632919133,0.16214542040092728,0.11755209275646161,0.09066194308310553,0.0005837632308130294,0.7918391071843757,0.03634968611950706,4,per_market
jp,0|0.1|1|1.9307|3.72759|5|7.19686|10|13.895|15|25|26.827|30|35|40|51.7947|60|70|80|100|220|1000,0.02262527981006368,0.1525606691209168,0.17944386104247445,-0.5987942097896615,0.045718671060458495,-0.025057518928062652,1.3603646833013434,0.5771353166986565,0.02437472018993632,0.018439330879083227,0.13055613895752555,0.14579420978966146,0.07428132893954151,0.0009424810719373469,0.6403646833013434,0.17286468330134352,3,union
jp,0.1|1|1.9307|3.72759|5|7.19686|13.895|15|26.827|35|40|51.7947|70|1000,0.022211395568026093,0.15292211424491545,0.17670450899471243,-0.5240212187475242,0.0515666659007952,-0.024767920638417016,1.3905950095969288,0.600647792706334,0.024788604431973907,0.018077885755084566,0.13329549100528756,0.07102121874752415,0.0684333340992048,0.0012320793615829828,0.6705950095969289,0.14935220729366605,3,per_market
