market,model,delay,variant,drawdown_basis,start,end,sharpe,cagr,volatility,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,shifts,observations
de,hmm,1,v9-3,total_wealth,1990-01-02,2023-12-29,0.36704996692253467,0.0678029885959004,0.13995564466353896,-0.4019871423007376,0.12779193496179575,-0.02201070904034617,2.2557544757033248,0.7294815159265288,154,8602
de,hmm,1,v9-3,risky_leg_wealth_flat_in_cash,1990-01-02,2023-12-29,0.36704996692253467,0.0678029885959004,0.13995564466353896,-0.4385111729766855,0.11714801790718622,-0.02201070904034617,2.2557544757033248,0.7294815159265288,154,8602
