market,cagr,volatility,sharpe,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,dev_cagr,dev_volatility,dev_sharpe,dev_maximum_drawdown,dev_calmar,dev_expected_shortfall_5pct,dev_turnover,dev_leverage,within_tol,days
us,0.11134063691834228,0.1312299376707862,0.6716264183878587,-0.26639191672473095,0.3308564843360717,-0.02032357413412111,0.4413309982486865,0.8026853473438412,0.0006593630816577184,0.00022993767078618998,0.008373581612141301,0.0003919167247309341,0.0008564843360716612,0.00032357413412111014,0.001330998248686488,0.0026853473438411823,8,8565
de,0.08589587793598086,0.16465055033336773,0.43693857797954355,-0.37858313442419556,0.1900300641644565,-0.02500942642109401,1.6698442222738898,0.84364101371774,0.00010412206401913537,0.0006505503333677221,0.00306142202045645,0.015416865575804461,0.01003006416445651,9.426421094010234e-06,0.03015577772611011,0.0036410137177400603,8,8602
jp,0.05006124240363774,0.17039902529614082,0.332705777843779,-0.39864823445246733,0.14221244534756378,-0.026053487881218713,0.7246585190510424,0.7473040977713875,0.00306124240363774,0.0006009747038591973,0.02270577784377903,0.05435176554753268,0.02221244534756378,5.348788121871395e-05,0.00465851905104242,0.00269590222861249,7,8346
