market,episode,start_date,end_date,length_days,delta_r,abs_delta_r,gross_delta_r,cost_delta_r,closed_delta_r,sign,jm_position_at_start,jm_state_at_start,jm_regime_at_start,c2d_position_at_start,period,settlement_date,settlement_delta_r
de,27,1999-03-30,1999-03-30,1,-0.0032244956125703004,0.0032244956125703004,-0.0042244956125703,0.001,-0.0022244956125703004,negative,0.0,1.0,bear_cash,1.0,normal,1999-03-31,0.001
de,28,2000-05-31,2000-05-31,1,-0.0004918913846003,0.0004918913846003,-0.0014918913846003,0.001,-0.0014918913846003,negative,0.0,1.0,bear_cash,1.0,dotcom,2000-06-01,-0.001
de,29,2000-06-07,2000-06-07,1,0.008052518883840499,0.008052518883840499,0.0070525188838405,0.001,0.007052518883840499,positive,1.0,0.0,bull_equity,0.0,dotcom,2000-06-08,-0.001
de,30,2000-12-04,2000-12-04,1,-0.015281938614448501,0.015281938614448501,-0.016281938614448502,0.001,-0.016281938614448502,negative,0.0,1.0,bear_cash,1.0,dotcom,2000-12-05,-0.001
de,31,2001-02-02,2001-02-02,1,0.011084112829124401,0.011084112829124401,0.0100841128291244,0.001,0.0100841128291244,positive,1.0,0.0,bull_equity,0.0,dotcom,2001-02-05,-0.0010000000000000002
de,32,2001-03-02,2001-03-02,1,0.0066536482574439,0.0066536482574439,0.0056536482574439,0.001,0.0056536482574439,positive,0.0,1.0,bear_cash,1.0,dotcom,2001-03-05,-0.001
de,33,2003-06-20,2003-06-20,1,0.0035870982196476334,0.0035870982196476334,0.0025870982196476333,0.001,0.0025870982196476325,positive,1.0,0.0,bull_equity,0.0,normal,2003-06-23,-0.0010000000000000009
de,34,2003-10-03,2003-10-03,1,0.04436361231830967,0.04436361231830967,0.043363612318309666,0.001,0.043363612318309666,positive,0.0,1.0,bear_cash,1.0,normal,2003-10-06,-0.001
de,35,2003-10-20,2003-10-20,1,-0.011047460855487268,0.011047460855487268,-0.012047460855487267,0.001,-0.012047460855487267,negative,1.0,0.0,bull_equity,0.0,normal,2003-10-21,-0.001
de,36,2006-07-05,2006-07-05,1,-0.0171640816564014,0.0171640816564014,-0.018164081656401397,0.001,-0.0181640816564014,negative,0.0,1.0,bear_cash,1.0,normal,2006-07-06,-0.001
de,37,2006-08-17,2006-08-17,1,-0.002413662946225,0.002413662946225,-0.003413662946225,0.001,-0.003413662946225,negative,1.0,0.0,bull_equity,0.0,normal,2006-08-18,-0.001
de,38,2008-01-24,2008-01-24,1,0.060147032175995,0.060147032175995,0.059147032175995,0.001,0.059147032175995,positive,0.0,1.0,bear_cash,1.0,gfc,2008-01-25,-0.001
de,39,2008-05-21,2008-05-21,1,0.0120632686271356,0.0120632686271356,0.0110632686271356,0.001,0.011063268627135601,positive,1.0,0.0,bull_equity,0.0,gfc,2008-05-22,-0.001
de,40,2008-06-25,2008-06-25,1,0.0133583936294114,0.0133583936294114,0.0123583936294114,0.001,0.0123583936294114,positive,0.0,1.0,bear_cash,1.0,gfc,2008-06-26,-0.001
de,41,2009-08-27,2009-08-27,1,0.010383287790087707,0.010383287790087707,0.009383287790087708,0.001,0.009383287790087708,positive,1.0,0.0,bull_equity,0.0,normal,2009-08-28,-0.001
de,42,2011-08-24,2011-08-24,1,0.027836821730536584,0.027836821730536584,0.026836821730536583,0.001,0.026836821730536583,positive,0.0,1.0,bear_cash,1.0,normal,2011-08-25,-0.001
de,43,2012-01-13,2012-01-13,1,0.006862316562369389,0.006862316562369389,0.005862316562369389,0.001,0.005862316562369388,positive,1.0,0.0,bull_equity,0.0,normal,2012-01-16,-0.0010000000000000009
de,44,2014-10-20,2014-10-20,1,-0.013973574836212222,0.013973574836212222,-0.014973574836212221,0.001,-0.014973574836212221,negative,0.0,1.0,bear_cash,1.0,normal,2014-10-21,-0.001
de,45,2014-11-05,2014-11-05,1,-0.015256028819406126,0.015256028819406126,-0.01625602881940613,0.001,-0.016256028819406125,negative,1.0,0.0,bull_equity,0.0,normal,2014-11-06,-0.001
de,46,2015-08-24,2015-08-24,1,-0.04601101649817956,0.04601101649817956,-0.047011016498179556,0.001,-0.04701101649817956,negative,0.0,1.0,bear_cash,1.0,normal,2015-08-25,-0.001
de,47,2015-11-02,2015-11-02,1,-0.00827345106802428,0.00827345106802428,-0.00927345106802428,0.001,-0.00927345106802428,negative,1.0,0.0,bull_equity,0.0,normal,2015-11-03,-0.001
de,48,2016-01-07,2016-01-07,1,-0.021911069667883074,0.021911069667883074,-0.02291106966788307,0.001,-0.022911069667883074,negative,0.0,1.0,bear_cash,1.0,normal,2016-01-08,-0.001
de,49,2016-04-19,2016-04-19,1,-0.02166541948170871,0.02166541948170871,-0.02266541948170871,0.001,-0.02266541948170871,negative,1.0,0.0,bull_equity,0.0,normal,2016-04-20,-0.001
de,50,2016-06-29,2016-06-29,1,0.018483926566264082,0.018483926566264082,0.017483926566264085,0.001,0.01748392656626408,positive,0.0,1.0,bear_cash,1.0,normal,2016-06-30,-0.001
de,51,2016-08-10,2016-08-10,1,0.004914656580742126,0.004914656580742126,0.003914656580742126,0.001,0.003914656580742126,positive,1.0,0.0,bull_equity,0.0,normal,2016-08-11,-0.001
de,52,2018-02-14,2018-02-14,1,0.01272357573703856,0.01272357573703856,0.01172357573703856,0.001,0.011723575737038559,positive,0.0,1.0,bear_cash,1.0,normal,2018-02-15,-0.001
de,53,2018-04-04,2018-04-04,1,0.004682645862886303,0.004682645862886303,0.003682645862886303,0.001,0.0036826458628863024,positive,1.0,0.0,bull_equity,0.0,normal,2018-04-05,-0.0010000000000000009
de,54,2020-04-02,2020-04-02,1,0.003755532666079504,0.003755532666079504,0.002755532666079504,0.001,0.002755532666079504,positive,0.0,1.0,bear_cash,1.0,covid,2020-04-03,-0.001
de,55,2020-05-05,2020-05-05,1,-0.024115464011299454,0.024115464011299454,-0.025115464011299455,0.001,-0.025115464011299455,negative,1.0,0.0,bull_equity,0.0,normal,2020-05-06,-0.0010000000000000009
