market,model,delay,variant,start,end,sharpe,cagr,volatility,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,shifts,observations
us,hmm,1,v8-5-guard,1990-01-02,2023-12-29,0.6138543164206269,0.091797308336385,0.11059761461516064,-0.19722175932480723,0.34423596741945217,-0.01774604651162786,1.8830122591943956,0.7086981903093987,128,8565
us,hmm,1,v9,1990-01-02,2023-12-29,0.5470980664683978,0.08496010593220271,0.1131186811067142,-0.2321183741967422,0.26661832321160206,-0.017948971138569362,1.7064798598949213,0.7239929947460595,116,8565
