market,min,max,mean,std,spread,all_positive,raw_jm_spread
de,0.0155195804329743,0.022056973780258227,0.019741559418698918,0.0032144265598194753,0.006537393347283926,True,0.011748319504674087
jp,0.009275779031029996,0.01096528825582549,0.009613680875989095,0.0007555714950511393,0.0016895092247954935,True,0.01703154947507385
us,0.004391400064607365,0.004391400064607365,0.004391400064607365,0.0,0.0,True,0.0
