market,model,delay,variant,start,end,sharpe,cagr,volatility,maximum_drawdown,calmar,expected_shortfall_5pct,turnover,leverage,shifts,observations
us,hmm,1,v9,1990-01-02,2023-12-29,0.5470980664683978,0.0849601059322027,0.1131186811067142,-0.2321183741967422,0.266618323211602,-0.0179489711385693,1.7064798598949211,0.7239929947460595,116,8565
us,hmm,1,v9-3,1990-01-02,2023-12-29,0.5255060528563715,0.08197867942514692,0.11236792546696754,-0.25200524110125866,0.23432062254640992,-0.017863829002934525,1.7947460595446585,0.7204903677758319,122,8565
