agreement,grid
0.8515100671140939,1.9307|20|26.827|30|35|51.7947|220
0.8515100671140939,1.9307|20|26.827|30|40|51.7947|220
0.8515100671140939,1.9307|20|26.827|35|40|51.7947|220
0.8515100671140939,1.9307|20|21.5443|22|26.827|30|51.7947|220
0.8515100671140939,1.9307|20|21.5443|25|26.827|40|51.7947|220
0.8515100671140939,1.9307|20|21.5443|26.827|30|35|51.7947|220
0.8515100671140939,1.9307|20|21.5443|26.827|30|40|51.7947|220
0.8515100671140939,1.9307|20|21.5443|30|35|40|51.7947|220
0.8515100671140939,1.9307|20|22|25|30|40|51.7947|220
0.8515100671140939,1.9307|20|22|26.827|30|40|51.7947|220
0.8515100671140939,1.9307|20|25|30|35|40|51.7947|220
0.8515100671140939,1.9307|20|26.827|30|35|40|51.7947|220
0.8515100671140939,1.9307|21.5443|22|25|26.827|40|51.7947|220
0.8515100671140939,1.9307|22|25|26.827|40|50|51.7947|220
0.8513902205177373,1.9307|20|26.827|35|51.7947|220
0.8513902205177373,1.9307|22|40|50|51.7947|220
0.8513902205177373,1.9307|20|21.5443|25|30|51.7947|220
0.8513902205177373,1.9307|20|21.5443|25|40|51.7947|220
0.8513902205177373,1.9307|20|21.5443|26.827|40|51.7947|220
0.8513902205177373,1.9307|21.5443|22|25|40|51.7947|220
0.8513902205177373,1.9307|21.5443|22|26.827|40|51.7947|220
0.8513902205177373,1.9307|22|25|40|50|51.7947|220
0.8513902205177373,1.9307|22|26.827|40|50|51.7947|220
0.8513902205177373,1.9307|20|21.5443|22|25|30|51.7947|220
0.8513902205177373,1.9307|20|21.5443|22|25|40|51.7947|220
0.8513902205177373,1.9307|20|21.5443|22|26.827|40|51.7947|220
0.8513902205177373,1.9307|20|21.5443|25|26.827|35|51.7947|220
0.8513902205177373,1.9307|20|21.5443|25|30|35|51.7947|220
0.8513902205177373,1.9307|20|21.5443|25|30|40|51.7947|220
0.8513902205177373,1.9307|20|21.5443|26.827|35|40|51.7947|220
0.8513902205177373,1.9307|21.5443|22|25|26.827|35|51.7947|220
0.8513902205177373,1.9307|21.5443|22|26.827|35|40|51.7947|220
0.8513902205177373,1.9307|22|25|26.827|35|50|51.7947|220
0.8513902205177373,1.9307|22|25|35|40|50|51.7947|220
0.8513902205177373,1.9307|22|26.827|35|40|50|51.7947|220
0.8512703739213806,1.9307|22|26.827|50|220
0.8512703739213806,1.9307|20|21.5443|26.827|35|51.7947|220
0.8512703739213806,1.9307|20|25|35|40|51.7947|220
0.8512703739213806,1.9307|21.5443|22|26.827|35|51.7947|220
0.8512703739213806,1.9307|22|25|35|50|51.7947|220
0.8512703739213806,1.9307|22|26.827|35|50|51.7947|220
0.8511505273250239,1.9307|22|50|220
0.8511505273250239,1.9307|20|21.5443|30|51.7947|220
0.8511505273250239,1.9307|20|22|30|51.7947|220
0.8511505273250239,1.9307|20|25|35|51.7947|220
0.8511505273250239,1.9307|20|21.5443|22|30|51.7947|220
0.8511505273250239,1.9307|20|21.5443|30|40|51.7947|220
0.8511505273250239,1.9307|20|22|30|40|51.7947|220
0.8511505273250239,1.9307|21.5443|22|25|26.827|51.7947|220
0.8511505273250239,1.9307|22|25|26.827|50|51.7947|220
0.8511505273250239,1.9307|20|21.5443|22|30|40|51.7947|220
0.8511505273250239,1.9307|20|25|26.827|30|50|51.7947|220
0.8510306807286673,1.9307|20|25|51.7947|220
0.8510306807286673,1.9307|20|25|26.827|51.7947|220
0.8510306807286673,1.9307|21.5443|22|26.827|51.7947|220
0.8510306807286673,1.9307|22|26.827|50|51.7947|220
0.8510306807286673,1.9307|20|22|25|26.827|51.7947|220
0.8510306807286673,1.9307|20|25|30|50|51.7947|220
0.8510306807286673,1.9307|20|26.827|30|50|51.7947|220
0.8510306807286673,1.9307|20|21.5443|25|35|40|51.7947|220
0.8510306807286673,1.9307|20|21.5443|26.827|30|50|51.7947|220
0.8510306807286673,1.9307|20|21.5443|30|35|50|51.7947|220
0.8510306807286673,1.9307|20|22|25|30|50|51.7947|220
0.8510306807286673,1.9307|20|22|26.827|30|50|51.7947|220
0.8510306807286673,1.9307|20|25|30|35|50|51.7947|220
0.8510306807286673,1.9307|20|25|30|40|50|51.7947|220
0.8510306807286673,1.9307|20|26.827|30|35|50|51.7947|220
0.8510306807286673,1.9307|20|26.827|30|40|50|51.7947|220
0.8510306807286673,1.9307|21.5443|22|25|35|40|51.7947|220
0.8509108341323106,1.9307|20|26.827|51.7947|220
0.8509108341323106,1.9307|22|50|51.7947|220
0.8509108341323106,1.9307|20|22|25|51.7947|220
0.8509108341323106,1.9307|20|22|26.827|51.7947|220
0.8509108341323106,1.9307|21.5443|22|25|51.7947|220
