agreement,grid
0.876046511627907,15|20|51.7947|80|100|150|1000
0.876046511627907,15|20|40|51.7947|80|100|150|1000
0.876046511627907,15|20|51.7947|80|100|150|500|1000
0.8758139534883721,15|51.7947|60|70|80|150|1000
0.8758139534883721,15|40|51.7947|60|70|80|150|1000
0.8758139534883721,15|51.7947|60|70|80|150|500|1000
0.8756976744186047,15|20|51.7947|60|70|80|150|1000
0.8751162790697674,15|22|51.7947|60|70|80|150|1000
0.8748837209302326,0|15|40|51.7947|70|150|500
0.8747674418604651,0|15|40|50|70|150|500
0.8747674418604651,0|15|40|50|51.7947|70|150|500
0.8746511627906977,0|15|40|70|150|500
0.8745348837209302,0|15|51.7947|70|150|500
0.8744186046511628,0|15|50|70|150|500
0.8744186046511628,0|15|50|51.7947|70|150|500
0.8743023255813953,0|15|70|150|500
0.8741860465116279,0|15|20|70|150|500
0.8741860465116279,0|15|20|40|70|150|500
0.8740697674418605,15|21.5443|51.7947|70|150|500
0.8740697674418605,15|20|21.5443|51.7947|70|150|500
0.8740697674418605,15|20|21.5443|22|51.7947|70|150|500
0.873953488372093,15|21.5443|50|51.7947|70|150|500
0.8738372093023256,0|15|21.5443|51.7947|70|150|500
0.8738372093023256,0|15|21.5443|40|51.7947|70|150|500
0.8738372093023256,15|35|50|51.7947|70|80|150|500
0.8737209302325581,0|15|21.5443|70|150|500
0.8737209302325581,15|40|51.7947|70|150|500
0.8737209302325581,0|15|20|21.5443|70|150|500
0.8737209302325581,0|15|21.5443|22|70|150|500
0.8737209302325581,0|15|21.5443|40|70|150|500
0.8737209302325581,15|21.5443|40|51.7947|70|150|500
0.8737209302325581,0|15|20|21.5443|22|70|150|500
0.8737209302325581,0|15|20|21.5443|40|70|150|500
0.8737209302325581,0|15|21.5443|22|40|70|150|500
0.8737209302325581,0|15|21.5443|50|51.7947|70|150|500
0.8737209302325581,15|20|21.5443|40|51.7947|70|150|500
0.8736046511627907,70|150|1000
0.8736046511627907,70|150|500|1000
0.8736046511627907,15|40|50|70|150|500
0.8736046511627907,15|40|50|51.7947|70|150|500
0.8736046511627907,15|21.5443|40|50|51.7947|70|150|500
0.8734883720930232,70|80|100|150|1000
0.8734883720930232,70|80|100|150|500|1000
0.8733720930232558,15|20|40|51.7947|70|150|500
0.873139534883721,80|100|150|1000
0.873139534883721,15|51.7947|70|150|500
0.873139534883721,80|100|150|500|1000
0.873139534883721,0|15|30|70|150|500
0.873139534883721,15|20|51.7947|70|150|500
0.873139534883721,0|15|30|40|70|150|500
0.8730232558139535,15|50|70|150|500
0.8730232558139535,15|50|51.7947|70|150|500
0.8730232558139535,0|15|20|22|70|150|500
0.8730232558139535,0|15|20|22|40|70|150|500
0.8730232558139535,15|35|50|80|100|150|220|500
0.872906976744186,0|15|22|40|70|150|500
0.872906976744186,15|20|21.5443|51.7947|60|70|150|500
0.8727906976744186,15|40|51.7947|70|100|150|500
0.8727906976744186,15|20|40|51.7947|70|100|150|500
0.8727906976744186,15|35|51.7947|60|70|80|150|500
0.8725581395348837,100|150|1000
0.8725581395348837,100|150|500|1000
0.8725581395348837,0|15|22|70|150|500
0.8725581395348837,15|20|51.7947|70|100|150|500
0.8723255813953489,0|15|40|70|100|150|500
0.8722093023255814,15|51.7947|70|100|150|500
0.8722093023255814,15|20|40|51.7947|60|70|150|500
0.872093023255814,15|20|22|40|51.7947|70|150|500
0.8719767441860465,0|15|70|100|150|500
0.8719767441860465,15|20|51.7947|60|70|150|500
0.871860465116279,15|20|22|51.7947|70|150|500
0.871860465116279,15|50|80|100|150|220|500
0.871860465116279,0|15|50|80|100|150|220|500
0.871860465116279,15|40|50|80|100|150|220|500
0.871860465116279,15|50|51.7947|80|100|150|220|500
0.8717441860465116,15|21.5443|51.7947|70|80|150|500
0.8717441860465116,0|15|21.5443|51.7947|70|80|150|500
0.8717441860465116,15|20|21.5443|51.7947|70|80|150|500
0.8717441860465116,15|21.5443|40|51.7947|70|80|150|500
0.8716279069767442,15|21.5443|50|51.7947|70|80|150|500
0.8711627906976744,70|80|150|1000
0.8711627906976744,70|80|150|500|1000
0.8711627906976744,15|40|51.7947|60|70|150|500
0.8709302325581395,15|21.5443|51.7947|80|100|150|500
0.8709302325581395,15|20|21.5443|51.7947|80|100|150|500
0.8709302325581395,15|21.5443|40|51.7947|80|100|150|500
0.8708139534883721,80|150|1000
0.8708139534883721,80|150|500|1000
0.8708139534883721,15|51.7947|70|80|150|500
0.8708139534883721,0|15|51.7947|70|80|150|500
0.8708139534883721,15|40|51.7947|70|80|150|500
0.8708139534883721,0|15|40|51.7947|70|80|150|500
0.8708139534883721,15|51.7947|60|80|100|150|220|500
0.8706976744186047,15|20|51.7947|70|80|150|500
0.8706976744186047,15|50|51.7947|70|80|150|500
0.8706976744186047,0|15|50|51.7947|70|80|150|500
0.8706976744186047,15|20|22|51.7947|60|70|150|500
0.8706976744186047,15|20|40|51.7947|70|80|150|500
0.8706976744186047,15|40|50|51.7947|70|80|150|500
0.8706976744186047,15|50|60|80|100|150|220|500
0.8705813953488372,15|51.7947|60|70|150|500
0.8705813953488372,15|21.5443|51.7947|60|70|80|150|500
0.8703488372093023,15|51.7947|70|80|100|150|500
0.8703488372093023,15|40|51.7947|70|80|100|150|500
0.8702325581395349,15|20|22|51.7947|70|80|150|500
0.8702325581395349,15|20|51.7947|70|80|100|150|500
0.8701162790697674,15|22|51.7947|70|80|150|500
0.8701162790697674,15|22|40|51.7947|70|80|150|500
0.87,15|51.7947|80|100|150|500
0.87,15|40|51.7947|80|100|150|500
0.8698837209302326,15|20|51.7947|80|100|150|500
0.8698837209302326,15|20|40|51.7947|80|100|150|500
0.8696511627906977,15|51.7947|60|70|80|150|500
0.8696511627906977,15|40|51.7947|60|70|80|150|500
0.8695348837209302,15|20|51.7947|60|70|80|150|500
0.8689534883720931,15|22|51.7947|60|70|80|150|500
0.866046511627907,150|1000
0.866046511627907,150|500|1000
0.865,100|150|500
0.8584883720930233,150|500
