market,basis,their_date,our_date,direction,lag,matched
jp,v10_selected,2003-02-13,,-1,,False
jp,v10_selected,2003-02-27,,1,,False
jp,v10_selected,2007-12-03,,1,,False
jp,v10_selected,2009-04-03,,-1,,False
jp,v10_selected,2009-08-10,,1,,False
jp,v10_selected,2009-10-15,,-1,,False
jp,v10_selected,2010-09-07,,1,,False
jp,v10_selected,2010-10-08,,-1,,False
jp,v10_selected,2020-03-23,,1,,False
jp,v10_selected,2020-04-30,,-1,,False
jp,v10_selected,,1990-04-27,1,,False
jp,v10_selected,,1990-05-31,-1,,False
jp,v10_selected,,1990-07-02,1,,False
jp,v10_selected,,1991-05-28,-1,,False
jp,v10_selected,,1993-05-28,-1,,False
jp,v10_selected,,1993-07-01,1,,False
jp,v10_selected,,1993-08-19,-1,,False
jp,v10_selected,,1996-02-21,-1,,False
jp,v10_selected,,1998-03-27,-1,,False
jp,v10_selected,,2003-11-21,1,,False
jp,v10_selected,,2004-01-07,-1,,False
jp,v10_selected,,2004-05-18,1,,False
jp,v10_selected,,2004-06-17,-1,,False
jp,v10_selected,,2007-08-08,1,,False
jp,v10_selected,,2009-05-26,-1,,False
jp,v10_selected,,2010-05-20,1,,False
jp,v10_selected,,2010-10-28,-1,,False
jp,v10_selected,,2010-11-01,1,,False
jp,v10_selected,,2010-11-05,-1,,False
jp,v10_selected,,2011-03-15,1,,False
jp,v10_selected,,2011-07-01,-1,,False
jp,v10_selected,,2011-08-11,1,,False
jp,v10_selected,,2012-01-26,-1,,False
jp,v10_selected,,2012-05-18,1,,False
jp,v10_selected,,2012-07-11,-1,,False
jp,v10_selected,,2012-07-23,1,,False
jp,v10_selected,,2012-08-14,-1,,False
jp,v10_selected,,2013-06-05,1,,False
jp,v10_selected,,2013-07-18,-1,,False
jp,v10_selected,,2013-08-20,1,,False
jp,v10_selected,,2013-09-11,-1,,False
us,hmm_vs_fig6,1990-08-31,1990-08-28,1,-3,True
us,hmm_vs_fig6,1990-09-11,1990-09-05,-1,-4,True
us,hmm_vs_fig6,1990-10-17,1990-10-16,1,-1,True
us,hmm_vs_fig6,1990-10-30,1990-10-26,-1,-2,True
us,hmm_vs_fig6,1998-09-08,1998-09-02,1,-3,True
us,hmm_vs_fig6,1998-10-30,1998-10-22,-1,-6,True
us,hmm_vs_fig6,1998-12-08,1998-12-08,1,0,True
us,hmm_vs_fig6,1998-12-24,1998-12-28,-1,1,True
us,hmm_vs_fig6,1999-02-10,1999-02-11,1,1,True
us,hmm_vs_fig6,1999-03-04,1999-03-12,-1,6,True
us,hmm_vs_fig6,1999-03-31,1999-03-31,1,0,True
us,hmm_vs_fig6,1999-04-12,1999-04-12,-1,0,True
us,hmm_vs_fig6,1999-09-09,1999-09-08,1,-1,True
us,hmm_vs_fig6,1999-12-27,1999-12-22,-1,-2,True
us,hmm_vs_fig6,2000-01-12,2000-01-10,1,-2,True
us,hmm_vs_fig6,2000-08-23,2000-08-22,-1,-1,True
us,hmm_vs_fig6,2000-10-11,2000-10-09,1,-2,True
us,hmm_vs_fig6,2001-01-26,2001-01-26,-1,0,True
us,hmm_vs_fig6,2001-02-23,2001-02-23,1,0,True
us,hmm_vs_fig6,2001-08-16,2001-08-16,-1,0,True
us,hmm_vs_fig6,2001-08-17,2001-08-17,1,0,True
us,hmm_vs_fig6,2002-01-02,2002-01-02,-1,0,True
us,hmm_vs_fig6,2002-02-01,2002-02-04,1,1,True
us,hmm_vs_fig6,2002-04-09,2002-04-09,-1,0,True
us,hmm_vs_fig6,2002-04-16,2002-04-17,1,1,True
us,hmm_vs_fig6,2003-08-28,2003-08-20,-1,-6,True
us,hmm_vs_fig6,2003-10-08,2003-09-30,1,-6,True
us,hmm_vs_fig6,2003-10-23,2003-10-15,-1,-6,True
us,hmm_vs_fig6,2004-03-25,2004-03-26,1,1,True
us,hmm_vs_fig6,2004-04-19,2004-04-20,-1,1,True
us,hmm_vs_fig6,2005-05-05,2005-05-05,1,0,True
us,hmm_vs_fig6,2005-05-19,2005-05-19,-1,0,True
us,hmm_vs_fig6,2007-03-01,2007-03-01,1,0,True
us,hmm_vs_fig6,2007-04-05,2007-04-12,-1,4,True
us,hmm_vs_fig6,2007-07-30,2007-07-30,1,0,True
us,hmm_vs_fig6,2007-09-28,2007-10-01,-1,1,True
us,hmm_vs_fig6,2007-11-05,2007-11-05,1,0,True
us,hmm_vs_fig6,2008-05-05,2008-05-05,-1,0,True
us,hmm_vs_fig6,2008-05-09,2008-05-09,1,0,True
us,hmm_vs_fig6,2008-05-14,2008-05-14,-1,0,True
us,hmm_vs_fig6,2008-06-10,2008-06-10,1,0,True
us,hmm_vs_fig6,2009-07-01,2009-07-01,-1,0,True
us,hmm_vs_fig6,2009-07-07,2009-07-08,1,1,True
us,hmm_vs_fig6,2009-08-06,2009-08-10,-1,2,True
us,hmm_vs_fig6,2009-11-02,2009-11-02,1,0,True
us,hmm_vs_fig6,2009-11-16,2009-11-13,-1,-1,True
us,hmm_vs_fig6,2010-05-12,2010-05-10,1,-2,True
us,hmm_vs_fig6,2010-08-16,2010-08-09,-1,-5,True
us,hmm_vs_fig6,2011-08-12,2011-08-18,1,4,True
us,hmm_vs_fig6,2012-01-11,2012-01-09,-1,-2,True
us,hmm_vs_fig6,2015-08-31,2015-08-27,1,-2,True
us,hmm_vs_fig6,2015-09-25,2015-09-23,-1,-2,True
us,hmm_vs_fig6,2015-10-02,2015-10-02,1,0,True
us,hmm_vs_fig6,2015-10-15,2015-10-14,-1,-1,True
us,hmm_vs_fig6,2016-01-21,2016-01-20,1,-1,True
us,hmm_vs_fig6,2016-03-10,2016-03-08,-1,-2,True
us,hmm_vs_fig6,2016-07-01,2016-06-30,1,-1,True
us,hmm_vs_fig6,2016-07-14,2016-07-13,-1,-1,True
us,hmm_vs_fig6,2018-02-09,2018-02-09,1,0,True
us,hmm_vs_fig6,2018-03-07,2018-03-09,-1,2,True
us,hmm_vs_fig6,2018-04-02,2018-03-28,1,-2,True
us,hmm_vs_fig6,2018-04-23,2018-04-30,-1,5,True
us,hmm_vs_fig6,2018-10-17,2018-10-16,1,-1,True
us,hmm_vs_fig6,2019-01-16,2019-01-15,-1,-1,True
us,hmm_vs_fig6,2019-08-09,2019-08-09,1,0,True
us,hmm_vs_fig6,2019-09-05,2019-09-06,-1,1,True
us,hmm_vs_fig6,2020-02-28,2020-02-28,1,0,True
us,hmm_vs_fig6,2020-06-03,2020-06-03,-1,0,True
us,hmm_vs_fig6,2020-06-12,2020-06-12,1,0,True
us,hmm_vs_fig6,2020-07-16,2020-07-14,-1,-2,True
us,hmm_vs_fig6,2020-09-11,2020-09-10,1,-1,True
us,hmm_vs_fig6,2020-12-01,2020-11-27,-1,-2,True
us,hmm_vs_fig6,2021-02-04,2021-01-27,1,-6,True
us,hmm_vs_fig6,2021-02-16,2021-02-08,-1,-5,True
us,hmm_vs_fig6,2021-03-05,2021-03-03,1,-2,True
us,hmm_vs_fig6,2021-03-19,2021-03-18,-1,-1,True
us,hmm_vs_fig6,2021-05-19,2021-05-18,1,-1,True
us,hmm_vs_fig6,2021-05-27,2021-05-26,-1,-1,True
us,hmm_vs_fig6,2021-10-07,2021-09-30,1,-5,True
us,hmm_vs_fig6,2021-10-13,2021-10-08,-1,-3,True
us,hmm_vs_fig6,2021-12-06,2021-11-26,1,-6,True
us,hmm_vs_fig6,2022-01-07,2022-01-06,-1,-1,True
us,hmm_vs_fig6,2022-01-26,2022-01-18,1,-6,True
us,hmm_vs_fig6,2023-04-06,2023-04-13,-1,4,True
us,hmm_vs_fig6,2023-11-02,2023-10-26,1,-5,True
us,hmm_vs_fig6,2023-11-20,2023-11-17,-1,-1,True
us,hmm_vs_fig6,1999-01-25,,1,,False
us,hmm_vs_fig6,1999-01-29,,-1,,False
us,hmm_vs_fig6,2007-03-08,,-1,,False
us,hmm_vs_fig6,2007-03-12,,1,,False
us,hmm_vs_fig6,2020-06-18,,-1,,False
us,hmm_vs_fig6,2020-06-24,,1,,False
us,hmm_vs_fig6,2020-07-08,,-1,,False
us,hmm_vs_fig6,2020-07-13,,1,,False
us,hmm_vs_fig6,2023-05-05,,1,,False
us,hmm_vs_fig6,2023-05-18,,-1,,False
us,hmm_vs_fig6,,1991-11-20,1,,False
us,hmm_vs_fig6,,1991-11-25,-1,,False
us,hmm_vs_fig6,,1997-08-21,1,,False
us,hmm_vs_fig6,,1997-08-28,-1,,False
us,hmm_vs_fig6,,1997-10-31,1,,False
us,hmm_vs_fig6,,1997-11-10,-1,,False
us,hmm_vs_fig6,,1998-09-29,-1,,False
us,hmm_vs_fig6,,1998-10-01,1,,False
us,hmm_vs_fig6,,1998-12-31,1,,False
us,hmm_vs_fig6,,1999-01-04,-1,,False
us,hmm_vs_fig6,,2014-10-13,1,,False
us,hmm_vs_fig6,,2014-10-15,-1,,False
us,hmm_vs_fig6,,2014-12-18,1,,False
us,hmm_vs_fig6,,2014-12-19,-1,,False
us,hmm_vs_fig6,,2018-02-26,-1,,False
us,hmm_vs_fig6,,2018-03-05,1,,False
us,hmm_vs_fig6,,2018-03-29,-1,,False
us,hmm_vs_fig6,,2018-04-06,1,,False
us,hmm_vs_fig6,,2020-10-23,-1,,False
us,hmm_vs_fig6,,2020-10-28,1,,False
us,hmm_vs_fig6,,2021-02-25,1,,False
us,hmm_vs_fig6,,2021-02-26,-1,,False
us,hmm_vs_fig6,,2021-12-30,-1,,False
us,hmm_vs_fig6,,2022-01-05,1,,False
us,hmm_vs_fig6,,2022-07-06,-1,,False
us,hmm_vs_fig6,,2022-07-07,1,,False
us,hmm_vs_fig6,,2022-07-08,-1,,False
us,hmm_vs_fig6,,2022-07-11,1,,False
us,hmm_vs_fig6,,2022-07-14,-1,,False
us,hmm_vs_fig6,,2022-07-15,1,,False
us,hmm_vs_fig6,,2023-09-26,1,,False
us,hmm_vs_fig6,,2023-09-27,-1,,False
us,hmm_vs_fig6,,2023-11-08,-1,,False
us,hmm_vs_fig6,,2023-11-10,1,,False
us,hmm_vs_fig6,,2023-11-13,-1,,False
us,hmm_vs_fig6,,2023-11-14,1,,False
